"","age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"16227",41,7,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,50,"<=50K"
"16228",30,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,55,"<=50K"
"16229",59,5,"Some-college","Divorced",8,"Not-in-family","White","Male",0,0,56,"<=50K"
"16230",22,5,"Bachelors","Never-married",2,"Own-child","White","Female",0,0,40,"<=50K"
"16231",40,5,"HS-grad","Divorced",2,"Unmarried","White","Female",0,0,30,"<=50K"
"16232",39,7,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,50,"<=50K"
"16233",24,5,"10th","Divorced",7,"Unmarried","White","Female",0,0,58,"<=50K"
"16234",63,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"16235",51,5,"Assoc-acdm","Divorced",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"16236",34,6,"Bachelors","Never-married",5,"Not-in-family","White","Male",0,0,50,"<=50K"
"16237",38,5,"Assoc-voc","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"16238",17,5,"11th","Never-married",13,"Own-child","White","Female",0,0,15,"<=50K"
"16239",20,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,25,"<=50K"
"16240",42,7,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16241",41,5,"Bachelors","Married-civ-spouse",13,"Wife","White","Female",0,0,12,">50K"
"16242",56,3,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"16243",17,5,"10th","Never-married",13,"Own-child","White","Male",0,0,5,"<=50K"
"16244",23,5,"Some-college","Married-civ-spouse",13,"Wife","White","Female",0,0,40,"<=50K"
"16245",33,NA,"Some-college","Never-married",NA,"Own-child","White","Male",0,0,40,"<=50K"
"16246",36,3,"Bachelors","Separated",11,"Not-in-family","White","Male",0,0,40,"<=50K"
"16247",37,5,"5th-6th","Married-civ-spouse",9,"Husband","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"16248",52,5,"HS-grad","Separated",4,"Own-child","Black","Female",0,0,40,"<=50K"
"16249",28,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,50,"<=50K"
"16250",59,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16251",30,5,"10th","Never-married",8,"Other-relative","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"16252",32,5,"Assoc-voc","Never-married",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"16253",30,5,"7th-8th","Never-married",4,"Not-in-family","White","Male",0,0,50,"<=50K"
"16254",53,5,"HS-grad","Married-civ-spouse",4,"Husband","Black","Male",0,0,40,"<=50K"
"16255",54,7,"10th","Married-civ-spouse",4,"Husband","White","Male",0,0,36,"<=50K"
"16256",26,5,"Bachelors","Never-married",5,"Not-in-family","Black","Male",0,0,50,"<=50K"
"16257",31,5,"Assoc-voc","Divorced",13,"Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"<=50K"
"16258",34,5,"HS-grad","Never-married",2,"Own-child","White","Male",0,0,40,"<=50K"
"16259",30,8,"HS-grad","Married-civ-spouse",12,"Husband","White","Male",0,0,40,"<=50K"
"16260",53,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16261",27,5,"Some-college","Divorced",2,"Own-child","White","Female",0,0,20,"<=50K"
"16262",23,5,"5th-6th","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"16263",24,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,45,"<=50K"
"16264",33,2,"HS-grad","Divorced",2,"Unmarried","Black","Female",0,0,35,"<=50K"
"16265",22,8,"Some-college","Never-married",14,"Own-child","White","Female",0,0,10,"<=50K"
"16266",47,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,44,"<=50K"
"16267",44,2,"Prof-school","Divorced",11,"Unmarried","White","Male",0,0,40,">50K"
"16268",41,5,"Assoc-voc","Never-married",11,"Not-in-family","White","Female",0,0,45,"<=50K"
"16269",45,NA,"HS-grad","Separated",NA,"Not-in-family","Asian-Pac-Islander","Male",0,0,4,"<=50K"
"16270",24,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,44,"<=50K"
"16271",65,NA,"Bachelors","Married-civ-spouse",NA,"Husband","White","Male",0,0,40,"<=50K"
"16272",45,5,"Bachelors","Divorced",11,"Unmarried","White","Female",0,0,50,"<=50K"
"16273",23,5,"Bachelors","Never-married",13,"Not-in-family","White","Male",0,0,55,"<=50K"
"16274",54,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"16275",40,5,"11th","Never-married",8,"Not-in-family","White","Female",0,0,37,"<=50K"
"16276",45,5,"5th-6th","Divorced",10,"Unmarried","White","Female",0,0,35,"<=50K"
"16277",50,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,40,"<=50K"
"16278",40,5,"Assoc-acdm","Never-married",9,"Other-relative","White","Male",0,0,25,"<=50K"
"16279",24,5,"Some-college","Never-married",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"16280",50,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,60,">50K"
"16281",58,7,"Some-college","Divorced",4,"Unmarried","White","Male",0,0,40,"<=50K"
"16282",47,5,"Some-college","Married-civ-spouse",8,"Husband","White","Male",0,0,46,"<=50K"
"16283",37,5,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,0,99,">50K"
"16284",37,7,"HS-grad","Never-married",4,"Own-child","White","Male",0,0,35,"<=50K"
"16285",22,5,"Assoc-acdm","Never-married",15,"Not-in-family","White","Male",0,0,45,"<=50K"
"16286",29,7,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,48,"<=50K"
"16287",45,5,"Bachelors","Married-civ-spouse",5,"Husband","Asian-Pac-Islander","Male",0,0,40,">50K"
"16288",49,7,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,60,"<=50K"
"16289",72,5,"HS-grad","Divorced",9,"Not-in-family","White","Female",0,0,16,"<=50K"
"16290",63,7,"HS-grad","Married-civ-spouse",9,"Husband","White","Male",0,0,12,"<=50K"
"16291",26,5,"HS-grad","Married-civ-spouse",11,"Husband","White","Male",0,0,50,"<=50K"
"16292",58,7,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,42,"<=50K"
"16293",40,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,50,"<=50K"
"16294",56,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,40,"<=50K"
"16295",55,7,"Some-college","Married-civ-spouse",6,"Husband","White","Male",0,0,72,"<=50K"
"16296",28,5,"Bachelors","Never-married",13,"Other-relative","White","Female",0,0,45,"<=50K"
"16297",57,5,"HS-grad","Married-civ-spouse",5,"Wife","White","Female",0,0,40,"<=50K"
"16298",37,5,"Masters","Divorced",5,"Not-in-family","White","Male",0,0,45,">50K"
"16299",44,5,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"16300",31,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"16301",42,5,"Some-college","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"16302",18,5,"Some-college","Never-married",9,"Own-child","White","Female",0,0,25,"<=50K"
"16303",57,7,"10th","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16304",53,3,"Some-college","Married-civ-spouse",9,"Husband","White","Male",0,0,35,"<=50K"
"16305",38,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,44,">50K"
"16306",33,5,"HS-grad","Divorced",13,"Not-in-family","White","Female",0,0,50,"<=50K"
"16307",42,5,"Masters","Divorced",11,"Unmarried","White","Female",0,0,40,"<=50K"
"16308",70,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,60,"<=50K"
"16309",50,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,50,"<=50K"
"16310",50,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"16311",28,5,"Assoc-acdm","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"16312",72,2,"11th","Divorced",2,"Not-in-family","White","Female",0,0,8,"<=50K"
"16313",33,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,40,"<=50K"
"16314",47,5,"HS-grad","Married-civ-spouse",9,"Husband","Asian-Pac-Islander","Male",0,0,25,"<=50K"
"16315",48,5,"Some-college","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"16316",64,7,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,24,">50K"
"16317",19,5,"11th","Never-married",10,"Not-in-family","White","Female",0,0,35,"<=50K"
"16318",48,5,"Assoc-voc","Divorced",2,"Unmarried","White","Female",0,0,40,"<=50K"
"16319",24,5,"Masters","Never-married",10,"Not-in-family","White","Female",0,0,45,"<=50K"
"16320",42,2,"HS-grad","Divorced",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"16321",43,5,"HS-grad","Married-civ-spouse",2,"Wife","White","Female",0,0,50,">50K"
"16322",34,5,"Assoc-acdm","Never-married",4,"Own-child","Black","Female",0,0,40,"<=50K"
"16323",55,6,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,0,60,"<=50K"
"16324",22,5,"HS-grad","Married-civ-spouse",9,"Husband","White","Male",0,0,40,"<=50K"
"16325",39,5,"Some-college","Divorced",2,"Not-in-family","White","Female",0,0,60,"<=50K"
"16326",50,7,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,35,"<=50K"
"16327",25,5,"Bachelors","Never-married",13,"Own-child","White","Female",0,0,20,"<=50K"
"16328",52,5,"11th","Divorced",9,"Unmarried","White","Female",0,0,20,"<=50K"
"16329",30,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"16330",37,7,"HS-grad","Divorced",4,"Not-in-family","White","Male",0,0,50,"<=50K"
"16331",73,6,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,20,"<=50K"
"16332",50,5,"7th-8th","Divorced",4,"Not-in-family","White","Male",0,0,60,"<=50K"
"16333",34,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,45,"<=50K"
"16334",24,5,"Assoc-acdm","Never-married",13,"Not-in-family","Black","Male",0,0,40,"<=50K"
"16335",66,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,24,">50K"
"16336",22,5,"HS-grad","Never-married",13,"Own-child","White","Male",0,0,55,"<=50K"
"16337",69,3,"10th","Married-civ-spouse",15,"Husband","White","Male",0,0,25,"<=50K"
"16338",23,5,"HS-grad","Never-married",4,"Own-child","White","Male",0,0,40,"<=50K"
"16339",55,5,"Bachelors","Widowed",8,"Unmarried","White","Female",0,0,40,"<=50K"
"16340",35,5,"Some-college","Widowed",2,"Unmarried","White","Female",0,0,30,"<=50K"
"16341",20,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,35,"<=50K"
"16342",70,6,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,20,">50K"
"16343",34,5,"HS-grad","Never-married",9,"Not-in-family","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"16344",38,8,"Doctorate","Married-civ-spouse",11,"Husband","White","Male",0,0,45,">50K"
"16345",33,5,"7th-8th","Divorced",7,"Own-child","White","Male",0,0,40,"<=50K"
"16346",43,5,"HS-grad","Separated",9,"Not-in-family","White","Female",0,0,26,"<=50K"
"16347",60,6,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"16348",32,7,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,55,"<=50K"
"16349",34,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,45,"<=50K"
"16350",46,7,"Masters","Never-married",5,"Not-in-family","White","Male",0,0,25,"<=50K"
"16351",30,8,"Some-college","Never-married",9,"Own-child","Amer-Indian-Eskimo","Male",0,0,84,"<=50K"
"16352",23,NA,"HS-grad","Never-married",NA,"Other-relative","Asian-Pac-Islander","Female",0,0,20,"<=50K"
"16353",29,5,"Some-college","Married-civ-spouse",9,"Husband","White","Male",0,0,40,"<=50K"
"16354",51,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,60,"<=50K"
"16355",31,5,"7th-8th","Never-married",7,"Other-relative","White","Male",0,0,25,"<=50K"
"16356",36,2,"HS-grad","Never-married",2,"Own-child","Black","Female",0,0,36,"<=50K"
"16357",23,5,"Some-college","Never-married",7,"Own-child","Black","Male",0,0,22,"<=50K"
"16358",35,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,30,"<=50K"
"16359",28,3,"Masters","Never-married",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"16360",33,8,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"16361",40,5,"Some-college","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"16362",27,5,"Some-college","Married-civ-spouse",15,"Husband","White","Male",0,0,45,"<=50K"
"16363",38,6,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"16364",25,5,"Some-college","Married-civ-spouse",2,"Wife","Black","Female",0,0,56,">50K"
"16365",38,5,"Some-college","Never-married",2,"Own-child","Black","Female",0,0,40,"<=50K"
"16366",66,NA,"Some-college","Married-civ-spouse",NA,"Husband","White","Male",0,0,40,">50K"
"16367",65,3,"Some-college","Never-married",11,"Not-in-family","Black","Female",0,0,40,"<=50K"
"16368",30,5,"Assoc-voc","Never-married",4,"Own-child","White","Male",0,0,40,">50K"
"16369",54,5,"11th","Married-civ-spouse",9,"Wife","White","Female",0,0,43,"<=50K"
"16370",49,5,"12th","Divorced",8,"Not-in-family","White","Female",0,0,40,"<=50K"
"16371",41,7,"Assoc-voc","Married-civ-spouse",11,"Wife","White","Female",0,0,15,">50K"
"16372",48,2,"HS-grad","Married-civ-spouse",2,"Husband","White","Male",0,0,40,">50K"
"16373",23,5,"5th-6th","Never-married",10,"Unmarried","White","Female",0,0,12,"<=50K"
"16374",77,5,"HS-grad","Married-civ-spouse",9,"Husband","White","Male",0,0,25,"<=50K"
"16375",19,5,"Some-college","Never-married",9,"Own-child","White","Female",0,0,20,"<=50K"
"16376",30,5,"HS-grad","Married-spouse-absent",2,"Not-in-family","White","Female",0,0,30,"<=50K"
"16377",35,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,55,">50K"
"16378",20,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,40,"<=50K"
"16379",49,5,"HS-grad","Never-married",4,"Unmarried","White","Female",0,0,40,"<=50K"
"16380",52,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,45,">50K"
"16381",24,5,"Masters","Married-civ-spouse",11,"Wife","White","Female",0,0,35,">50K"
"16382",50,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,15,"<=50K"
"16383",22,5,"11th","Never-married",15,"Not-in-family","White","Male",0,0,65,"<=50K"
"16384",19,5,"Some-college","Never-married",9,"Own-child","White","Male",0,0,20,"<=50K"
"16385",39,5,"11th","Never-married",11,"Unmarried","White","Female",0,0,30,"<=50K"
"16386",45,5,"Bachelors","Married-civ-spouse",9,"Husband","Asian-Pac-Islander","Male",0,0,38,"<=50K"
"16387",61,3,"Bachelors","Divorced",9,"Not-in-family","White","Male",0,0,30,"<=50K"
"16388",45,5,"Assoc-acdm","Divorced",15,"Not-in-family","White","Male",0,0,55,"<=50K"
"16389",36,3,"Bachelors","Married-civ-spouse",11,"Own-child","White","Male",0,0,40,"<=50K"
"16390",38,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,50,"<=50K"
"16391",52,3,"Some-college","Married-civ-spouse",15,"Husband","Black","Male",0,0,40,"<=50K"
"16392",29,2,"Assoc-voc","Married-civ-spouse",14,"Husband","White","Male",0,0,42,">50K"
"16393",33,5,"HS-grad","Never-married",6,"Not-in-family","White","Male",0,0,40,"<=50K"
"16394",40,7,"Some-college","Never-married",4,"Own-child","White","Male",0,0,40,"<=50K"
"16395",34,5,"HS-grad","Never-married",4,"Not-in-family","White","Male",0,0,55,"<=50K"
"16396",46,3,"Bachelors","Divorced",12,"Not-in-family","Black","Male",0,0,50,">50K"
"16397",19,5,"HS-grad","Never-married",9,"Own-child","White","Female",0,0,13,"<=50K"
"16398",44,5,"HS-grad","Married-civ-spouse",2,"Wife","White","Female",0,0,40,">50K"
"16399",40,5,"HS-grad","Never-married",4,"Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"<=50K"
"16400",20,5,"Some-college","Never-married",11,"Own-child","White","Female",0,0,2,"<=50K"
"16401",24,5,"Assoc-acdm","Never-married",7,"Own-child","White","Male",0,0,30,"<=50K"
"16402",76,5,"HS-grad","Widowed",9,"Not-in-family","White","Male",0,0,17,"<=50K"
"16403",20,5,"HS-grad","Married-civ-spouse",14,"Other-relative","White","Male",0,0,40,"<=50K"
"16404",33,5,"Prof-school","Never-married",11,"Not-in-family","White","Male",0,0,40,">50K"
"16405",31,5,"Some-college","Married-civ-spouse",14,"Husband","White","Male",0,0,40,"<=50K"
"16406",33,5,"HS-grad","Divorced",9,"Unmarried","White","Female",0,0,40,"<=50K"
"16407",19,5,"HS-grad","Never-married",4,"Own-child","White","Male",0,0,35,"<=50K"
"16408",30,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,45,"<=50K"
"16409",42,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"16410",37,5,"11th","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"16411",28,7,"HS-grad","Never-married",9,"Not-in-family","White","Female",0,0,28,"<=50K"
"16412",42,3,"Some-college","Married-civ-spouse",12,"Husband","White","Male",0,0,52,">50K"
"16413",76,NA,"HS-grad","Widowed",NA,"Not-in-family","White","Female",0,0,25,"<=50K"
"16414",21,5,"Assoc-voc","Never-married",9,"Own-child","White","Female",0,0,40,"<=50K"
"16415",29,5,"Some-college","Never-married",6,"Own-child","White","Male",0,0,40,"<=50K"
"16416",43,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"16417",44,5,"HS-grad","Divorced",13,"Own-child","White","Male",0,0,38,"<=50K"
"16418",38,5,"Some-college","Never-married",13,"Unmarried","Black","Female",0,0,40,"<=50K"
"16419",28,5,"Some-college","Married-civ-spouse",2,"Husband","White","Male",0,0,50,">50K"
"16420",29,5,"HS-grad","Never-married",13,"Own-child","White","Female",0,0,40,"<=50K"
"16421",20,5,"Some-college","Never-married",9,"Own-child","White","Male",0,0,40,"<=50K"
"16422",49,6,"Masters","Married-civ-spouse",13,"Husband","White","Male",0,0,40,">50K"
"16423",36,3,"Some-college","Married-civ-spouse",12,"Husband","White","Male",0,0,56,">50K"
"16424",40,6,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"16425",17,5,"12th","Never-married",2,"Own-child","White","Female",0,0,30,"<=50K"
"16426",45,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"16427",42,5,"Some-college","Never-married",6,"Not-in-family","White","Male",0,0,28,"<=50K"
"16428",29,5,"Bachelors","Never-married",5,"Unmarried","Black","Female",0,0,40,"<=50K"
"16429",23,5,"Bachelors","Never-married",2,"Not-in-family","White","Male",0,0,40,"<=50K"
"16430",20,5,"Some-college","Never-married",2,"Own-child","Black","Female",0,0,40,"<=50K"
"16431",23,5,"HS-grad","Never-married",7,"Own-child","White","Male",0,0,24,"<=50K"
"16432",39,5,"HS-grad","Never-married",9,"Not-in-family","White","Male",0,0,40,"<=50K"
"16433",34,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"16434",43,7,"Bachelors","Never-married",13,"Not-in-family","White","Male",0,0,45,"<=50K"
"16435",25,8,"Some-college","Never-married",7,"Own-child","White","Male",0,0,40,"<=50K"
"16436",40,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,60,"<=50K"
"16437",52,7,"HS-grad","Divorced",6,"Not-in-family","White","Male",0,0,25,"<=50K"
"16438",48,5,"HS-grad","Widowed",8,"Unmarried","White","Female",0,0,36,"<=50K"
"16439",37,5,"Assoc-voc","Never-married",13,"Unmarried","Black","Female",0,0,6,"<=50K"
"16440",36,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,50,"<=50K"
"16441",33,5,"Assoc-voc","Married-civ-spouse",15,"Husband","White","Male",0,0,40,"<=50K"
"16442",36,3,"HS-grad","Married-civ-spouse",2,"Wife","White","Female",0,0,40,">50K"
"16443",24,5,"Bachelors","Never-married",2,"Not-in-family","White","Male",0,0,10,"<=50K"
"16444",42,3,"HS-grad","Divorced",6,"Not-in-family","White","Male",0,0,40,"<=50K"
"16445",35,6,"Assoc-acdm","Never-married",13,"Own-child","White","Male",0,0,40,"<=50K"
"16446",40,2,"HS-grad","Divorced",2,"Unmarried","White","Female",0,0,22,"<=50K"
"16447",50,6,"Prof-school","Married-civ-spouse",11,"Husband","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"16448",40,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"16449",22,5,"HS-grad","Never-married",13,"Other-relative","Black","Male",0,0,40,"<=50K"
"16450",57,6,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"16451",51,3,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,40,">50K"
"16452",61,2,"HS-grad","Never-married",2,"Unmarried","White","Female",0,0,35,"<=50K"
"16453",71,5,"HS-grad","Widowed",13,"Unmarried","White","Female",0,0,20,"<=50K"
